id_client,region,sexe,age,revenu_estime_gnf,anciennete_mois,type_abonnement,forfait_international,messagerie_vocale,recharge_mensuelle_moy_gnf,moyen_paiement,minutes_jour,minutes_nuit,minutes_internationales,donnees_mo,ratio_data_voix,nombre_sms,appels_service_client,pannes_signalees_30j,nombre_reclamations,retard_paiement_jours,retour_client,resiliation
CLI01156,Mamou,Homme,46,1738000,30,Postpayé,Non,Non,64000,Virement bancaire,131,152,2,4145,14.54,16,2,0,2,2,"Bon rapport qualite prix, je recommande.",Non
CLI01157,Faranah,Homme,30,300000,2,Prépayé,Non,Non,16000,Orange Money,156,16,3,3211,18.35,17,1,0,1,0,Offres interessantes et service fiable.,Non
CLI01158,N'Zérékoré,Homme,37,728000,1,Postpayé,Oui,Oui,47000,Orange Money,166,73,77,2930,9.27,109,2,1,4,0,Le service client ne repond jamais rapidement.,Oui
CLI01159,N'Zérékoré,Homme,35,1001000,23,Prépayé,Oui,Oui,57000,Espèces,101,60,60,3969,17.96,54,0,0,1,4,Tres decu par la qualite du reseau en ce moment.,Oui
CLI01160,Kindia,Femme,36,1178000,18,Prépayé,Oui,Oui,101000,Espèces,135,139,40,2405,7.66,29,2,2,4,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI01161,Boké,Femme,40,661000,18,Prépayé,Oui,Non,54000,Espèces,256,85,34,2128,5.67,28,0,1,1,0,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI01162,Conakry,Femme,50,420000,52,Prépayé,Oui,Non,17000,Espèces,142,50,40,461,1.99,21,2,0,3,0,Le service client ne repond jamais rapidement.,Oui
CLI01163,Kindia,Femme,50,718000,3,Prépayé,Oui,Non,42000,Orange Money,177,71,73,1360,4.24,49,0,0,0,2,Offres interessantes et service fiable.,Non
CLI01164,Conakry,Femme,35,514000,10,Prépayé,Non,Non,17000,Orange Money,119,73,1,2673,13.85,7,4,0,4,0,Content de la couverture reseau dans ma zone.,Non
CLI01165,Conakry,Homme,35,970000,6,Prépayé,Non,Oui,87000,Orange Money,178,106,0,3153,11.1,32,5,2,7,1,Trop de coupures de reseau ces derniers temps.,Oui
CLI01166,Kankan,Femme,23,755000,16,Prépayé,Non,Oui,59000,Virement bancaire,212,85,0,2067,6.96,28,0,1,1,0,Le service client ne repond jamais rapidement.,Oui
CLI01167,Conakry,Femme,53,868000,17,Prépayé,Non,Non,77000,Espèces,79,70,6,2139,13.8,2,3,0,3,0,Service correct dans l'ensemble.,Non
CLI01168,Conakry,Homme,45,728000,24,Postpayé,Non,Non,63000,Espèces,136,91,1,3058,13.41,1,1,0,1,0,Aucun probleme depuis mon inscription.,Non
CLI01169,Mamou,Homme,28,1109000,13,Prépayé,Non,Non,62000,Orange Money,250,0,3,1819,7.19,23,2,0,2,0,Offres interessantes et service fiable.,Non
CLI01170,Labé,Homme,36,1269000,22,Prépayé,Non,Non,48000,Carte bancaire,169,148,2,850,2.66,4,1,0,2,0,Service correct dans l'ensemble.,Non
CLI01171,Boké,Homme,51,524000,15,Prépayé,Non,Non,46000,Orange Money,182,71,2,775,3.04,41,1,0,1,0,Content de la couverture reseau dans ma zone.,Non
CLI01172,Kankan,Homme,27,873000,61,Prépayé,Non,Oui,28000,Orange Money,137,43,1,1293,7.14,11,0,0,0,2,"Bon rapport qualite prix, je recommande.",Non
CLI01173,Conakry,Homme,38,330000,13,Prépayé,Oui,Non,23000,Orange Money,263,79,51,2528,6.43,18,2,1,5,1,Le forfait ne correspond plus a mes besoins.,Oui
CLI01174,Conakry,Homme,34,693000,17,Postpayé,Oui,Oui,50000,Orange Money,129,57,55,2574,10.68,2,1,0,1,0,Service client reactif et efficace.,Non
CLI01175,Labé,Homme,31,871000,87,Prépayé,Non,Oui,41000,Virement bancaire,274,22,3,2151,7.19,53,4,1,6,2,Offres interessantes et service fiable.,Non
CLI01176,Conakry,Homme,35,571000,25,Prépayé,Non,Non,23000,Orange Money,124,175,2,264,0.88,1,2,2,4,0,Offres interessantes et service fiable.,Non
CLI01177,Mamou,Femme,18,933000,43,Postpayé,Non,Non,29000,Espèces,141,102,2,3205,13.08,72,1,0,1,1,"Bon rapport qualite prix, je recommande.",Non
CLI01178,N'Zérékoré,Homme,45,568000,48,Prépayé,Non,Oui,35000,Orange Money,205,97,7,3777,12.22,27,0,0,1,0,"Bon rapport qualite prix, je recommande.",Non
CLI01179,Kankan,Homme,29,631000,47,Prépayé,Non,Oui,37000,Espèces,79,62,3,5119,35.55,11,1,0,1,0,Service correct dans l'ensemble.,Non
CLI01180,Kankan,Femme,36,345000,9,Prépayé,Non,Non,17000,Orange Money,153,39,7,4821,24.23,51,2,0,2,2,Tres decu par la qualite du reseau en ce moment.,Oui
CLI01181,Conakry,Homme,19,1888000,28,Illimité,Non,Oui,144000,Orange Money,148,66,3,1171,5.4,4,1,1,2,1,Trop cher par rapport a la qualite recue.,Oui
CLI01182,Boké,Femme,60,1398000,32,Prépayé,Non,Non,123000,Orange Money,184,139,4,1766,5.4,85,1,1,2,0,Tres satisfait du reseau et du service.,Non
CLI01183,N'Zérékoré,Femme,41,748000,3,Illimité,Non,Oui,47000,Orange Money,190,104,3,3687,12.41,6,3,1,4,4,Tres satisfait du reseau et du service.,Non
CLI01184,Kankan,Homme,18,1293000,6,Postpayé,Oui,Oui,89000,Orange Money,131,88,38,2058,8.01,17,2,0,2,0,Tres satisfait du reseau et du service.,Non
CLI01185,Labé,Homme,28,736000,20,Prépayé,Oui,Non,39000,Carte bancaire,61,4,75,1479,10.56,44,0,1,1,13,"Utilisation standard, pas de souci majeur.",Oui
CLI01186,Mamou,Femme,31,819000,4,Prépayé,Oui,Non,73000,Carte bancaire,162,80,39,1705,6.07,8,2,0,2,8,"Utilisation standard, pas de souci majeur.",Oui
CLI01187,Conakry,Homme,24,1239000,4,Prépayé,Non,Oui,71000,Virement bancaire,194,93,12,4892,16.36,14,4,0,4,1,Rien de particulier a signaler.,Non
CLI01188,Conakry,Homme,19,1096000,1,Postpayé,Non,Non,94000,Espèces,115,34,0,2778,18.64,11,0,1,1,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI01189,Conakry,Femme,20,521000,7,Prépayé,Non,Oui,19000,Espèces,193,20,1,642,3.0,3,0,0,0,2,"Bon rapport qualite prix, je recommande.",Non
CLI01190,N'Zérékoré,Homme,25,760000,1,Prépayé,Non,Oui,27000,Espèces,94,152,19,2854,10.77,28,2,0,2,0,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI01191,Conakry,Homme,36,670000,13,Prépayé,Non,Oui,26000,Orange Money,237,45,1,1860,6.57,1,4,0,4,7,Service client reactif et efficace.,Non
CLI01192,N'Zérékoré,Femme,37,519000,50,Postpayé,Non,Non,35000,Orange Money,188,47,1,3591,15.22,1,3,0,3,2,Rien de particulier a signaler.,Non
CLI01193,Conakry,Homme,48,856000,5,Prépayé,Non,Non,38000,Virement bancaire,305,102,0,2934,7.21,14,5,0,6,10,Le service client ne repond jamais rapidement.,Oui
CLI01194,Kankan,Femme,32,426000,4,Postpayé,Non,Non,30000,Orange Money,182,141,6,1175,3.57,8,0,0,0,2,Rien de particulier a signaler.,Non
CLI01195,Labé,Femme,18,1277000,8,Prépayé,Non,Non,113000,Orange Money,173,133,1,3150,10.26,31,0,2,2,5,Rien de particulier a signaler.,Non
CLI01196,Conakry,Homme,33,664000,26,Prépayé,Non,Oui,41000,Espèces,272,67,8,3645,10.5,2,1,0,1,0,Content de la couverture reseau dans ma zone.,Non
CLI01197,Mamou,Femme,46,449000,22,Postpayé,Non,Oui,33000,Virement bancaire,158,107,3,3668,13.69,2,1,1,2,1,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI01198,Faranah,Homme,21,631000,4,Prépayé,Non,Oui,46000,Orange Money,194,144,3,4830,14.16,68,3,1,4,2,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI01199,Faranah,Femme,36,1061000,10,Postpayé,Oui,Oui,62000,Carte bancaire,152,36,56,2776,11.38,75,0,0,0,6,"Bon rapport qualite prix, je recommande.",Non
CLI01200,Faranah,Femme,38,1031000,7,Postpayé,Non,Non,42000,Orange Money,145,21,0,3745,22.56,19,0,0,0,3,Rien de particulier a signaler.,Non
CLI01201,Mamou,Homme,23,869000,2,Postpayé,Non,Non,39000,Espèces,240,27,1,2522,9.41,9,1,1,2,6,Le forfait ne correspond plus a mes besoins.,Oui
CLI01202,Faranah,Femme,32,1007000,3,Prépayé,Non,Non,36000,Orange Money,107,48,1,2913,18.67,7,1,1,2,0,Service correct dans l'ensemble.,Non
CLI01203,Kindia,Homme,23,641000,31,Prépayé,Non,Non,28000,Espèces,144,111,1,2806,10.96,76,1,0,1,7,Tres satisfait du reseau et du service.,Non
CLI01204,N'Zérékoré,Homme,50,882000,21,Postpayé,Non,Oui,33000,Carte bancaire,72,132,3,2658,12.84,45,4,0,4,2,Facturation incorrecte plusieurs fois de suite.,Oui
CLI01205,Boké,Femme,41,818000,3,Postpayé,Oui,Non,57000,Orange Money,176,67,23,1728,6.5,28,1,2,3,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI01206,Conakry,Homme,35,665000,26,Prépayé,Oui,Oui,52000,Orange Money,135,110,73,1345,4.23,45,2,1,4,0,Service correct dans l'ensemble.,Oui
CLI01207,N'Zérékoré,Homme,42,523000,1,Prépayé,Non,Non,31000,Carte bancaire,187,93,10,3525,12.16,48,0,1,1,0,Content de la couverture reseau dans ma zone.,Non
CLI01208,Conakry,Femme,42,988000,4,Prépayé,Non,Non,50000,Orange Money,126,55,3,665,3.61,24,0,3,3,0,Content de la couverture reseau dans ma zone.,Non
CLI01209,Boké,Homme,25,355000,2,Prépayé,Non,Oui,12000,Orange Money,116,94,0,1853,8.82,8,2,0,2,7,Trop cher par rapport a la qualite recue.,Oui
CLI01210,Faranah,Homme,20,707000,4,Prépayé,Non,Oui,34000,Orange Money,258,0,1,3480,13.44,20,1,0,1,5,Tres decu par la qualite du reseau en ce moment.,Oui
CLI01211,Kankan,Homme,18,375000,1,Prépayé,Non,Oui,24000,Orange Money,43,62,1,622,5.87,16,0,2,2,3,"Utilisation standard, pas de souci majeur.",Oui
CLI01212,Kindia,Femme,20,711000,33,Prépayé,Non,Oui,47000,Espèces,201,114,1,3458,10.94,32,1,1,2,8,"Utilisation standard, pas de souci majeur.",Non
CLI01213,Conakry,Homme,43,445000,64,Prépayé,Non,Non,30000,Orange Money,224,111,1,2276,6.77,53,4,0,4,5,Rien de particulier a signaler.,Non
CLI01214,Labé,Homme,46,694000,46,Illimité,Non,Oui,35000,Espèces,309,37,1,1780,5.13,43,0,1,1,0,Aucun probleme depuis mon inscription.,Non
CLI01215,Labé,Femme,51,680000,46,Postpayé,Non,Non,41000,Orange Money,189,91,1,1282,4.56,9,1,0,1,0,Rien de particulier a signaler.,Non
CLI01216,Faranah,Femme,19,758000,8,Postpayé,Oui,Oui,38000,Carte bancaire,277,121,41,2301,5.24,44,0,2,2,9,Service correct dans l'ensemble.,Oui
CLI01217,Conakry,Homme,34,1200000,27,Prépayé,Non,Oui,81000,Orange Money,159,99,1,3730,14.4,37,3,0,4,1,Service client reactif et efficace.,Non
CLI01218,Kankan,Femme,48,1959000,23,Illimité,Non,Oui,83000,Espèces,225,0,4,2675,11.68,84,1,2,3,7,Rien de particulier a signaler.,Non
CLI01219,Kankan,Femme,54,403000,25,Postpayé,Non,Oui,25000,Orange Money,240,28,0,3775,14.09,25,1,0,1,0,"Bon rapport qualite prix, je recommande.",Non
CLI01220,Kankan,Femme,30,712000,3,Prépayé,Non,Non,35000,Espèces,176,110,2,565,1.96,47,2,0,2,0,Tres satisfait du reseau et du service.,Non
CLI01221,Faranah,Femme,30,1248000,4,Prépayé,Non,Non,89000,Carte bancaire,189,126,2,50,0.16,34,2,1,3,0,"Utilisation standard, pas de souci majeur.",Non
CLI01222,Mamou,Femme,30,371000,33,Prépayé,Non,Non,33000,Espèces,176,37,1,147,0.69,22,1,0,1,0,Rien de particulier a signaler.,Oui
CLI01223,Labé,Homme,39,595000,34,Prépayé,Oui,Oui,51000,Espèces,219,63,69,2468,7.03,15,2,1,3,1,Trop de coupures de reseau ces derniers temps.,Oui
CLI01224,Kankan,Homme,43,1181000,58,Prépayé,Non,Oui,99000,Orange Money,252,131,1,1821,4.74,84,3,1,4,4,Rien de particulier a signaler.,Non
CLI01225,Conakry,Femme,45,1103000,19,Postpayé,Oui,Oui,81000,Espèces,81,126,17,2521,11.25,22,1,1,2,0,Content de la couverture reseau dans ma zone.,Non
CLI01226,Mamou,Homme,29,729000,8,Postpayé,Non,Oui,55000,Carte bancaire,71,87,4,1949,12.03,106,3,2,5,1,Trop cher par rapport a la qualite recue.,Oui
CLI01227,Kankan,Homme,50,832000,7,Prépayé,Non,Non,44000,Virement bancaire,94,108,0,4051,20.05,4,2,0,2,0,"Utilisation standard, pas de souci majeur.",Non
CLI01228,Kankan,Femme,23,379000,8,Postpayé,Non,Non,30000,Carte bancaire,227,100,3,3507,10.63,6,1,0,1,3,Le service client ne repond jamais rapidement.,Oui
CLI01229,Conakry,Femme,41,538000,37,Postpayé,Non,Non,24000,Carte bancaire,157,102,1,1602,6.16,59,0,0,1,0,Service client reactif et efficace.,Non
CLI01230,Kindia,Homme,49,2088000,14,Prépayé,Non,Non,121000,Orange Money,172,70,1,709,2.92,16,4,1,5,8,Trop de coupures de reseau ces derniers temps.,Oui
CLI01231,N'Zérékoré,Femme,47,602000,5,Prépayé,Non,Non,48000,Espèces,128,47,1,3386,19.24,56,1,0,1,0,Aucun probleme depuis mon inscription.,Non
CLI01232,Kankan,Homme,39,595000,96,Prépayé,Oui,Oui,20000,Orange Money,85,108,28,2445,11.06,5,2,0,3,0,Content de la couverture reseau dans ma zone.,Non
CLI01233,Conakry,Homme,30,504000,35,Postpayé,Non,Oui,40000,Carte bancaire,176,110,1,2509,8.74,5,1,1,2,6,"Utilisation standard, pas de souci majeur.",Non
CLI01234,Boké,Homme,33,1228000,34,Prépayé,Non,Non,53000,Espèces,71,105,2,840,4.72,100,0,1,1,4,Service correct dans l'ensemble.,Oui
CLI01235,Kankan,Femme,26,745000,34,Postpayé,Non,Oui,36000,Orange Money,148,100,0,721,2.91,26,3,0,5,0,Content de la couverture reseau dans ma zone.,Non
CLI01236,Kankan,Homme,27,668000,36,Prépayé,Non,Oui,51000,Espèces,204,117,11,2146,6.46,30,3,1,4,0,Offres interessantes et service fiable.,Non
CLI01237,Labé,Femme,23,455000,25,Prépayé,Non,Oui,33000,Orange Money,179,71,0,3765,15.06,3,1,0,1,0,Rien de particulier a signaler.,Non
CLI01238,Conakry,Femme,46,655000,4,Postpayé,Oui,Oui,45000,Espèces,104,158,19,3704,13.18,30,0,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI01239,Conakry,Femme,21,866000,26,Postpayé,Non,Oui,71000,Orange Money,208,92,2,3695,12.24,27,0,1,1,0,Offres interessantes et service fiable.,Non
CLI01240,Conakry,Homme,27,435000,26,Postpayé,Non,Oui,19000,Orange Money,127,114,6,50,0.2,4,3,1,4,3,Le forfait ne correspond plus a mes besoins.,Oui
CLI01241,Conakry,Femme,49,512000,12,Prépayé,Non,Non,25000,Espèces,136,65,3,2107,10.33,84,2,0,3,0,Rien de particulier a signaler.,Non
CLI01242,Conakry,Homme,39,928000,9,Postpayé,Non,Oui,38000,Orange Money,142,42,16,1679,8.4,15,1,0,1,0,Offres interessantes et service fiable.,Non
CLI01243,Faranah,Femme,53,1323000,91,Postpayé,Oui,Oui,46000,Orange Money,168,75,38,2669,9.5,5,1,1,3,12,Tres decu par la qualite du reseau en ce moment.,Oui
CLI01244,Faranah,Femme,52,361000,4,Prépayé,Non,Oui,28000,Orange Money,229,129,5,2320,6.39,14,2,0,2,0,"Utilisation standard, pas de souci majeur.",Oui
CLI01245,Boké,Femme,39,1805000,5,Prépayé,Non,Oui,95000,Orange Money,181,55,2,2748,11.55,0,0,0,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI01246,Kankan,Homme,47,1335000,46,Prépayé,Non,Non,106000,Orange Money,178,46,7,1169,5.06,6,4,0,4,0,Rien de particulier a signaler.,Non
CLI01247,Conakry,Homme,22,804000,9,Postpayé,Oui,Oui,42000,Espèces,173,61,13,2711,10.98,37,3,1,4,9,Le service client ne repond jamais rapidement.,Oui
CLI01248,Conakry,Homme,37,598000,29,Prépayé,Non,Oui,42000,Orange Money,148,129,11,4486,15.58,12,2,1,3,2,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI01249,Labé,Homme,54,886000,3,Prépayé,Non,Non,31000,Espèces,326,108,3,2657,6.08,38,0,1,1,7,Tres satisfait du reseau et du service.,Non
CLI01250,Labé,Femme,40,300000,45,Prépayé,Non,Oui,21000,Orange Money,178,135,1,3116,9.92,5,0,0,1,4,"Utilisation standard, pas de souci majeur.",Non
CLI01251,Conakry,Homme,38,611000,14,Prépayé,Non,Oui,20000,Orange Money,203,9,0,4729,22.31,36,0,0,0,3,Service correct dans l'ensemble.,Non
CLI01252,N'Zérékoré,Homme,65,543000,3,Illimité,Non,Non,49000,Espèces,102,25,0,2043,16.09,31,2,1,3,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI01253,Mamou,Femme,44,793000,13,Prépayé,Non,Non,56000,Orange Money,218,106,1,4032,12.41,22,2,0,2,0,"Je pense changer d'operateur, trop de pannes.",Oui
CLI01254,Labé,Femme,19,1558000,43,Prépayé,Oui,Oui,78000,Orange Money,303,94,39,4215,9.67,4,1,1,2,2,Service client reactif et efficace.,Non
CLI01255,Kindia,Homme,48,785000,8,Prépayé,Non,Oui,32000,Orange Money,135,79,2,3791,17.55,11,2,0,2,0,Offres interessantes et service fiable.,Non
CLI01256,Labé,Homme,18,450000,6,Postpayé,Non,Non,29000,Orange Money,192,74,5,1543,5.69,75,0,0,0,1,Service correct dans l'ensemble.,Non
CLI01257,Conakry,Femme,40,384000,11,Postpayé,Non,Oui,14000,Orange Money,160,74,0,3031,12.95,15,1,2,3,0,Aucun probleme depuis mon inscription.,Non
CLI01258,Kindia,Femme,39,300000,19,Illimité,Oui,Oui,25000,Virement bancaire,232,119,69,1249,2.97,33,2,0,2,1,Tres decu par la qualite du reseau en ce moment.,Oui
CLI01259,Mamou,Homme,30,819000,7,Postpayé,Non,Oui,29000,Espèces,114,84,3,5377,26.75,77,0,1,1,6,Rien de particulier a signaler.,Non
CLI01260,Labé,Femme,26,389000,13,Prépayé,Non,Oui,21000,Orange Money,264,13,0,1406,5.08,19,2,0,2,0,"Bon rapport qualite prix, je recommande.",Non
CLI01261,Labé,Femme,30,884000,51,Postpayé,Non,Non,58000,Espèces,163,77,6,1944,7.9,5,1,0,1,1,Service correct dans l'ensemble.,Non
CLI01262,Conakry,Femme,65,865000,14,Postpayé,Non,Oui,26000,Espèces,293,33,0,2726,8.36,10,3,0,3,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI01263,Kindia,Homme,23,1117000,7,Prépayé,Non,Oui,70000,Espèces,213,62,1,219,0.79,14,1,2,3,4,Rien de particulier a signaler.,Non
CLI01264,N'Zérékoré,Femme,26,1916000,36,Prépayé,Non,Oui,151000,Espèces,237,109,0,3291,9.51,56,0,1,1,0,Aucun probleme depuis mon inscription.,Non
CLI01265,N'Zérékoré,Femme,33,817000,44,Prépayé,Non,Oui,59000,Espèces,218,101,1,2290,7.16,102,3,3,7,0,Trop de coupures de reseau ces derniers temps.,Oui
CLI01266,Kankan,Femme,30,701000,9,Prépayé,Non,Oui,60000,Orange Money,157,100,0,3909,15.21,18,1,1,2,1,Trop cher par rapport a la qualite recue.,Oui
CLI01267,Conakry,Homme,54,1156000,13,Postpayé,Non,Oui,99000,Orange Money,213,98,0,2352,7.56,12,3,0,3,2,Rien de particulier a signaler.,Non
CLI01268,Conakry,Femme,39,1243000,11,Postpayé,Oui,Oui,97000,Espèces,149,38,24,2934,13.91,92,1,0,1,1,"Bon rapport qualite prix, je recommande.",Non
CLI01269,Conakry,Homme,33,1141000,3,Postpayé,Oui,Non,37000,Espèces,172,100,70,2756,8.06,1,0,0,0,1,Rien de particulier a signaler.,Non
CLI01270,Kankan,Femme,43,851000,8,Postpayé,Non,Oui,60000,Espèces,170,123,4,1624,5.47,35,0,1,1,0,Offres interessantes et service fiable.,Non
CLI01271,Conakry,Homme,38,964000,12,Prépayé,Non,Oui,64000,Espèces,232,75,4,4405,14.16,0,1,0,2,0,Content de la couverture reseau dans ma zone.,Non
CLI01272,Conakry,Homme,33,498000,53,Prépayé,Oui,Oui,27000,Orange Money,222,94,76,678,1.73,30,2,0,3,0,Service correct dans l'ensemble.,Non
CLI01273,Conakry,Femme,32,982000,2,Prépayé,Non,Non,87000,Orange Money,109,49,1,1067,6.71,5,0,0,0,0,Offres interessantes et service fiable.,Non
CLI01274,Faranah,Femme,33,781000,21,Postpayé,Non,Non,55000,Orange Money,192,69,2,3374,12.83,13,2,0,2,0,Service correct dans l'ensemble.,Non
CLI01275,Labé,Homme,33,1021000,5,Prépayé,Non,Non,82000,Espèces,165,155,0,273,0.85,1,3,0,4,2,"Bon rapport qualite prix, je recommande.",Non
CLI01276,Kankan,Homme,30,371000,28,Prépayé,Non,Non,25000,Orange Money,69,58,1,4013,31.35,0,0,0,0,1,Offres interessantes et service fiable.,Non
CLI01277,Conakry,Homme,34,857000,22,Postpayé,Oui,Non,75000,Espèces,154,79,20,2952,11.67,60,1,0,1,0,Aucun probleme depuis mon inscription.,Non
CLI01278,Conakry,Femme,49,651000,4,Postpayé,Non,Oui,47000,Carte bancaire,215,0,0,2913,13.55,9,0,1,1,0,Service correct dans l'ensemble.,Non
CLI01279,Kankan,Homme,21,1099000,54,Prépayé,Non,Non,70000,Orange Money,149,9,2,428,2.68,21,0,0,1,7,"Bon rapport qualite prix, je recommande.",Non
CLI01280,Conakry,Homme,39,1070000,18,Prépayé,Non,Oui,35000,Orange Money,62,142,4,3189,15.33,22,1,0,1,0,Rien de particulier a signaler.,Non
CLI01281,Faranah,Femme,43,759000,3,Illimité,Non,Non,29000,Orange Money,138,112,1,1928,7.68,56,1,0,1,2,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI01282,Labé,Femme,34,581000,4,Prépayé,Non,Non,44000,Orange Money,293,57,8,608,1.7,39,0,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI01283,Conakry,Homme,35,492000,6,Prépayé,Non,Oui,40000,Virement bancaire,162,84,0,2112,8.59,10,1,1,3,0,Service correct dans l'ensemble.,Non
CLI01284,Conakry,Femme,48,867000,64,Prépayé,Non,Oui,46000,Orange Money,97,49,1,1508,10.26,9,1,0,1,0,Service correct dans l'ensemble.,Non
CLI01285,Faranah,Homme,30,824000,12,Prépayé,Non,Non,39000,Espèces,217,74,4,2482,8.41,13,2,3,5,5,Offres interessantes et service fiable.,Non
CLI01286,Conakry,Femme,42,701000,9,Postpayé,Non,Oui,28000,Carte bancaire,184,112,2,1381,4.63,25,1,1,2,0,Service correct dans l'ensemble.,Non
CLI01287,N'Zérékoré,Homme,41,889000,19,Postpayé,Non,Non,29000,Orange Money,145,29,4,1763,9.9,3,5,0,5,2,Service correct dans l'ensemble.,Non
CLI01288,Conakry,Femme,37,1303000,20,Prépayé,Non,Non,69000,Espèces,189,85,8,2673,9.48,80,0,0,0,2,Offres interessantes et service fiable.,Non
CLI01289,Conakry,Homme,37,300000,25,Prépayé,Non,Oui,12000,Virement bancaire,198,123,0,3539,11.02,12,0,1,1,15,Le forfait ne correspond plus a mes besoins.,Oui
CLI01290,Mamou,Homme,44,1135000,12,Prépayé,Non,Oui,80000,Orange Money,135,44,2,50,0.28,63,1,0,1,14,Le forfait ne correspond plus a mes besoins.,Oui
CLI01291,Conakry,Homme,51,1401000,6,Prépayé,Non,Oui,45000,Orange Money,182,82,1,2138,8.07,13,1,1,2,0,Offres interessantes et service fiable.,Non
CLI01292,N'Zérékoré,Femme,23,474000,7,Postpayé,Oui,Non,26000,Espèces,253,115,31,1843,4.62,5,1,0,1,0,Tres satisfait du reseau et du service.,Non
CLI01293,Boké,Homme,47,935000,33,Prépayé,Non,Oui,38000,Orange Money,144,84,2,2966,12.9,10,4,0,4,0,Rien de particulier a signaler.,Non
CLI01294,Conakry,Femme,28,652000,11,Postpayé,Oui,Oui,55000,Orange Money,262,83,48,2243,5.71,20,0,0,0,9,Trop cher par rapport a la qualite recue.,Oui
CLI01295,Conakry,Homme,25,910000,50,Prépayé,Non,Non,34000,Espèces,79,68,1,1124,7.59,24,0,0,0,0,Service correct dans l'ensemble.,Non
CLI01296,Labé,Homme,37,599000,2,Prépayé,Non,Oui,54000,Orange Money,219,82,0,2593,8.61,34,2,2,4,4,Tres decu par la qualite du reseau en ce moment.,Oui
CLI01297,Kankan,Homme,37,1375000,22,Prépayé,Non,Oui,117000,Espèces,175,55,1,3292,14.25,15,0,1,1,0,Service correct dans l'ensemble.,Non
CLI01298,Conakry,Femme,18,657000,17,Prépayé,Non,Oui,46000,Orange Money,160,76,2,3665,15.4,71,0,1,1,7,Trop de coupures de reseau ces derniers temps.,Oui
CLI01299,Kindia,Homme,53,1933000,1,Prépayé,Non,Oui,119000,Orange Money,135,109,5,1938,7.78,9,3,2,5,0,Offres interessantes et service fiable.,Non
CLI01300,Labé,Homme,30,352000,41,Prépayé,Non,Non,23000,Virement bancaire,151,50,0,539,2.68,8,1,0,1,0,Content de la couverture reseau dans ma zone.,Non
CLI01301,Mamou,Femme,43,735000,10,Prépayé,Non,Oui,66000,Orange Money,76,142,10,2230,9.78,7,0,0,0,6,Aucun probleme depuis mon inscription.,Non
CLI01302,Faranah,Femme,39,488000,89,Prépayé,Non,Oui,18000,Virement bancaire,159,25,5,2831,14.98,24,1,0,2,1,Content de la couverture reseau dans ma zone.,Non
